counter,subID,task,Video,Track,Timestamp,errors_in_frame,time_to_prev_error,time_to_next_error,value1,error_type_value1,error_subtype_value1,value1b,value2,error_type_value2,error_subtype_value2,value2b,value3,error_type_value3,error_subtype_value3,value3b,value4,error_type_value4,error_subtype_value4,value4b,value5,error_type_value5,error_subtype_value5,value5b,HMD,offset,Timestamp_adjusted
1124,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,38.36,2,1.56,-4.24,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,40.6220600334999
1125,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,42.6,1,4.24,-3.52,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,44.8620600334999
1126,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,46.12,1,3.52,-1.08000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,48.3820600334999
1127,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,47.2,1,1.08000000000001,-6.36,6,1,2,3, , , , , , , , , , , , , , , , ,varjo,True,49.4620600334999
1128,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,53.56,1,6.36,-11.6,6,1,2,3, , , , , , , , , , , , , , , , ,varjo,True,55.8220600334999
1129,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,65.16,1,11.6,-12.88,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,67.4220600334999
1130,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,78.04,1,12.88,-3.23999999999999,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,80.3020600334999
1131,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,81.28,1,3.23999999999999,-.280000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,83.5420600334999
1132,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,81.56,2,.280000000000001,-5.16,3,1,1,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,83.8220600334999
1133,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,86.72,1,5.16,-13.68,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,88.9820600334999
1134,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,100.4,1,13.68,-.599999999999994,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,102.6620600335
1135,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,101,1,.599999999999994,-.959999999999994,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,103.2620600335
1136,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,101.96,2,.959999999999994,-4,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,104.2220600335
1137,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,105.96,1,4,-3.12,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,108.2220600335
1138,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,109.08,2,3.12,-6.12,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,111.3420600335
1139,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,115.2,2,6.12,-2.44,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,117.4620600335
1140,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,117.64,1,2.44,-4.44,7,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,119.9020600335
1141,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,122.08,1,4.44,-1.96000000000001,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,124.3420600335
1142,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,124.04,4,1.96000000000001,-11.36,6,1,2,2,8,1,2,2,13,1,3,2,21,2,6,2, , , , ,varjo,True,126.3020600335
1143,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,135.4,2,11.36,-4.59999999999999,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,137.6620600335
1144,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,140,1,4.59999999999999,-1.16,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,142.2620600335
1145,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,141.16,2,1.16,-4.80000000000001,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,143.4220600335
1146,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,145.96,1,4.80000000000001,-1.03999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,148.2220600335
1147,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,147,1,1.03999999999999,-14.04,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,149.2620600335
1148,P14,cereal,P14_cereal_2_merged_2022-02-01_14-06-21-511.mp4,error frame,161.04,3,14.04, ,31,2,8,2,13,1,3,2,10,1,3,2, , , , , , , , ,varjo,True,163.3020600335
1149,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,23.36,2, ,-5.16,8,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,27.4209905967925
1150,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,28.52,2,5.16,-4.4,8,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,32.5809905967925
1151,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,32.92,1,4.4,-14.84,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,36.9809905967925
1152,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,47.76,1,14.84,-8.36,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,51.8209905967925
1153,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,56.12,1,8.36,-2.56,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,60.1809905967925
1154,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,58.68,2,2.56,-4.4,24,2,7,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,62.7409905967925
1155,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,63.08,2,4.4,-12.32,6,1,2,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,67.1409905967925
1156,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,75.4,1,12.32,-1.91999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,79.4609905967925
1157,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,77.32,1,1.91999999999999,-7.2,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,81.3809905967925
1158,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,84.52,3,7.2,-9.04000000000001,3,1,1,2,31,2,8,2,21,2,6,2, , , , , , , , ,varjo,True,88.5809905967925
1159,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,93.56,1,9.04000000000001,-3.67999999999999,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,97.6209905967925
1160,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,97.24,1,3.67999999999999,-.480000000000004,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,101.300990596793
1161,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,97.72,2,.480000000000004,-3.52,10,1,3,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,101.780990596793
1162,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,101.24,2,3.52,-4.08,23,2,7,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,105.300990596793
1163,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,105.32,1,4.08,-13.08,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,109.380990596793
1164,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,118.4,1,13.08,-31.84,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,122.460990596793
1165,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,150.24,1,31.84,-7.47999999999999,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,154.300990596793
1166,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,157.72,3,7.47999999999999,-4,6,1,2,2,7,1,2,2,31,2,8,2, , , , , , , , ,varjo,True,161.780990596793
1167,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,161.72,1,4,-4.12,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,165.780990596793
1168,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,165.84,1,4.12,-31.28,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,169.900990596793
1169,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,197.12,1,31.28,-8.72,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,201.180990596793
1170,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,205.84,1,8.72,-3.63999999999999,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,209.900990596793
1171,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,209.48,1,3.63999999999999,-33.08,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,213.540990596793
1172,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,242.56,2,33.08,-54.8,29,2,8,2,28,2,8,2, , , , , , , , , , , , ,varjo,True,246.620990596793
1173,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,297.36,2,54.8,-5.83999999999997,6,1,2,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,301.420990596793
1174,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,303.2,2,5.83999999999997,-21.48,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,307.260990596793
1175,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,324.68,2,21.48,-13.52,33,2,9,2,32,2,9,2, , , , , , , , , , , , ,varjo,True,328.740990596793
1176,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,338.2,1,13.52,-12.56,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,342.260990596793
1177,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,350.76,1,12.56,-3.12,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,354.820990596793
1178,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,353.88,1,3.12,-.840000000000032,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,357.940990596793
1179,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,354.72,3,.840000000000032,-1.88,6,1,2,2,31,2,8,2,21,2,6,2, , , , , , , , ,varjo,True,358.780990596793
1180,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,356.6,2,1.88,-15.08,6,1,2,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,360.660990596793
1181,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,371.68,2,15.08,-9.04000000000002,23,2,7,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,375.740990596793
1182,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,380.72,1,9.04000000000002,-5.31999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,384.780990596793
1183,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,386.04,3,5.31999999999999,-2.35999999999996,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,390.100990596793
1184,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,388.4,1,2.35999999999996,-2.84000000000003,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,392.460990596792
1185,P19,sandwich,P19_sandwich_2_merged_varjo_2022-02-11_10-57-49-168.mp4,error frame,391.24,1,2.84000000000003, ,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,395.300990596793
1186,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,13.28,1, ,-4.72,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,10.6407301492757
1187,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,18,2,4.72,-10.96,31,2,8,2,7,1,2,2, , , , , , , , , , , , ,varjo,True,15.3607301492757
1188,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,28.96,3,10.96,-5.44,23,2,7,2,27,2,8,2,3,1,1,2, , , , , , , , ,varjo,True,26.3207301492757
1189,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,34.4,1,5.44,-9.04,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,31.7607301492757
1190,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,43.44,2,9.04,-2.28,24,2,7,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,40.8007301492757
1191,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,45.72,3,2.28,-5.64,31,2,8,3,13,1,3,2,6,1,2,2, , , , , , , , ,varjo,True,43.0807301492757
1192,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,51.36,1,5.64,-4.52,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,48.7207301492757
1193,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,55.88,1,4.52,-2.64,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,53.2407301492757
1194,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,58.52,1,2.64,-11.4,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,55.8807301492757
1195,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,69.92,2,11.4,-4.48,8,1,2,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,67.2807301492757
1196,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,74.4,2,4.48,-7.8,13,1,3,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,71.7607301492757
1197,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,82.2,2,7.8,-4.88,31,2,8,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,79.5607301492757
1198,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,87.08,1,4.88,-14.52,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,84.4407301492757
1199,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,101.6,1,14.52,-4.32000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,98.9607301492757
1200,P15,cereal,P15_cereal_2_merged_varjo.mp4,error frame,105.92,3,4.32000000000001, ,13,1,3,2,6,1,2,2,31,2,8,2, , , , , , , , ,varjo,True,103.280730149276
1201,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,17.12,1, ,-12.56,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,17.9096892803207
1202,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,29.68,2,12.56,-2.4,7,1,2,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,30.4696892803207
1203,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,32.08,1,2.4,-5.76000000000001,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,32.8696892803207
1204,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,37.84,2,5.76000000000001,-3.08,27,2,8,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,38.6296892803207
1205,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,40.92,2,3.08,-3.12,20,2,6,3,6,1,2,2, , , , , , , , , , , , ,varjo,True,41.7096892803207
1206,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,44.04,2,3.12,-7.48,23,2,7,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,44.8296892803207
1207,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,51.52,1,7.48,-9.95999999999999,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,52.3096892803207
1208,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,61.48,1,9.95999999999999,-1.40000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,62.2696892803207
1209,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,62.88,2,1.40000000000001,-2.24,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,63.6696892803207
1210,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,65.12,2,2.24,-2.95999999999999,20,2,6,3,27,2,8,2, , , , , , , , , , , , ,varjo,True,65.9096892803207
1211,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,68.08,2,2.95999999999999,-3.36,6,1,2,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,68.8696892803207
1212,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,71.44,1,3.36,-.120000000000005,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,72.2296892803207
1213,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,71.56,2,.120000000000005,-1.48,30,2,8,2,28,2,8,2, , , , , , , , , , , , ,varjo,True,72.3496892803207
1214,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,73.04,1,1.48,-3.8,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,73.8296892803207
1215,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,76.84,1,3.8,-8.28,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,77.6296892803207
1216,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,85.12,1,8.28,-13.72,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,85.9096892803207
1217,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,98.84,1,13.72,-6.75999999999999,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,99.6296892803207
1218,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,105.6,1,6.75999999999999,-11.92,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,106.389689280321
1219,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,117.52,1,11.92,-3.08,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,118.309689280321
1220,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,120.6,1,3.08,-6.04000000000001,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,121.389689280321
1221,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,126.64,2,6.04000000000001,-29.72,8,1,2,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,127.429689280321
1222,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,156.36,2,29.72,-29.04,29,2,8,2,28,2,8,2, , , , , , , , , , , , ,varjo,True,157.149689280321
1223,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,185.4,2,29.04,-15.08,13,1,3,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,186.189689280321
1224,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,200.48,1,15.08,-10.44,22,2,6,3, , , , , , , , , , , , , , , , ,varjo,True,201.269689280321
1225,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,210.92,1,10.44,-3.72,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,211.709689280321
1226,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,214.64,1,3.72,-2.60000000000002,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,215.429689280321
1227,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,217.24,1,2.60000000000002,-.879999999999995,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,218.029689280321
1228,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,218.12,1,.879999999999995,-7.75999999999999,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,218.909689280321
1229,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,225.88,1,7.75999999999999,-5.59999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,226.669689280321
1230,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,231.48,1,5.59999999999999,-16.32,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,232.269689280321
1231,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,247.8,1,16.32,-20.76,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,248.589689280321
1232,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,268.56,2,20.76,-8.71999999999997,24,2,7,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,269.349689280321
1233,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,277.28,3,8.71999999999997,-6.56,1,1,1,2,24,2,7,2,23,2,7,2, , , , , , , , ,varjo,True,278.069689280321
1234,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,283.84,1,6.56,-2.36000000000001,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,284.629689280321
1235,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,286.2,1,2.36000000000001,-2.04000000000002,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,286.989689280321
1236,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,288.24,2,2.04000000000002,-12.52,1,1,1,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,289.029689280321
1237,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,300.76,2,12.52,-14.52,7,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,301.549689280321
1238,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,315.28,1,14.52,-3.56,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,316.069689280321
1239,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,318.84,2,3.56,-6.84000000000003,31,2,8,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,319.629689280321
1240,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,325.68,1,6.84000000000003,-3.83999999999997,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,326.469689280321
1241,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,329.52,1,3.83999999999997,-4.31999999999999,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,330.309689280321
1242,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,333.84,1,4.31999999999999,-5.20000000000005,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,334.629689280321
1243,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,339.04,1,5.20000000000005,-13.84,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,339.829689280321
1244,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,352.88,1,13.84,-14.76,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,353.669689280321
1245,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,367.64,1,14.76,-2.80000000000001,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,368.429689280321
1246,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,370.44,3,2.80000000000001,-63.76,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,371.229689280321
1247,P2,sandwich,P2_sandwich_2_merged_varjo_2022-02-04_14-01-31-064.mp4,error frame,434.2,1,63.76,-5.60000000000002,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,434.989689280321
